Saraksts,Partija,Vards,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats
12,LATVIJA PIRMAJĀ VIETĀ,Aivars Donskis,Male,Rīga,37,1966,Rīgas Satiksme,autobusa vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Larisa Dunajevska,Female,Vidzeme,13,1982,VAS Latvijas Dzelzceļš,zemes klātnes uzturēšanas brigadiere
12,LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,Female,Kurzeme,13,1971,SIA Cityreal,nekustamā īpašuma speciāliste
12,LATVIJA PIRMAJĀ VIETĀ,Henrijs Frīdenbergs,Male,Rīga,29,1964,Latvijas Džudo federācija,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Oskars Galanders,Male,Vidzeme,23,1974,Balcia Insurance SE,jurists
12,LATVIJA PIRMAJĀ VIETĀ,Jegors Gončarovs,Male,Latgale,8,1987,AS Krāslavas piens,galvenais inženieris
12,LATVIJA PIRMAJĀ VIETĀ,Jolanta Gulbe-Paškeviča,Female,Vidzeme,17,1971,SIA Rīga Room Agency,projektu vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Ainārs Iesavs,Male,Vidzeme,14,1968,SIA Sertifikācijas un testēšanas centrs,sertifikācijas eksperts
12,LATVIJA PIRMAJĀ VIETĀ,Ilmārs Jargans,Male,Vidzeme,26,1966,Rīgas Angļu ģimnāzija,ķīmijas un dabaszinātņu skolotājs
12,LATVIJA PIRMAJĀ VIETĀ,Mārcis Jencītis,Male,Rīga,21,1970,"Evaņģēlisko kristiešu draudze ""Kristus pasaulei""",vacākais mācītājs
12,LATVIJA PIRMAJĀ VIETĀ,Paulis Jonikāns,Male,Latgale,7,1993,SIA Canetis,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Aleksandrs Jozāns,Male,Latgale,14,1971,Pašnodarbināts,licencēts veterinārārsts
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Kaļāns,Male,Vidzeme,28,1956,SIA Vivacitas,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Vladimirs Keidāns,Male,Rīga,9,1991,SIA Medochemie Latvia,reģionālais vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Imants Keišs,Male,Zemgale,16,1948,Latvijas Daudzbērnu ģimeņu biedrība,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Ivars Keviešens,Male,Vidzeme,9,1963,SIA RIKK,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Iļja Klimanovs,Female,Latgale,5,1981,SIA “”VIVER”,komercdirektors
12,LATVIJA PIRMAJĀ VIETĀ,Igors Kolesnikovs,Male,Rīga,33,1982,AS Baltijas tranzīta serviss,Dīzeļlokomotīves vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Andrejs Kondratjuks,Male,Vidzeme,15,1957,Jūrmalas pensionāru biedrība,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Velga Kopce,Female,Vidzeme,12,1978,SIA LiiR Latvia,vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Jelizaveta Korotkova,Female,Rīga,38,1982,Vides aizsardzības klubs,koordinators
12,LATVIJA PIRMAJĀ VIETĀ,Ieva Krapāne,Female,Vidzeme,7,1981,Latvijas Republikas Saeima,deputāte
12,LATVIJA PIRMAJĀ VIETĀ,Līga Krapāne,Female,Vidzeme,2,1966,"Biedrība ""Latvija Pirmā""",Sabiedrisko attiecību un komunikācijas vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Aivars Kraps,Male,Zemgale,4,1975,Jēkabpils novada pašvaldība,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Līga Krēmere,Female,Rīga,17,1977,SIA Data life,"finanšu direktore, valdes priekšsēdētāja"
12,LATVIJA PIRMAJĀ VIETĀ,Aija Krištopane,Female,Vidzeme,19,1960,SIA UKLAK 10,valdes locekle
12,LATVIJA PIRMAJĀ VIETĀ,Kristaps Krištopans,Male,Rīga,23,1983,SIA let.lv,klientu/pārdošanas konsultants
12,LATVIJA PIRMAJĀ VIETĀ,Vilis Krištopans,Male,Latgale,1,1954,Partija LATVIJA PIRMAJĀ VIETĀ,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,Male,Kurzeme,5,1975,VAS Latvijas Dzelzceļš,Sliežu ceļa pārvaldes nodaļas vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Edgars Kvjatkovskis,Male,Latgale,13,1990,SIA LDZ Cargo,"Daugavpils ekspluatācijas nodaļas Rēzeknes ceha lokomotīves vadītājs, Arodbiedrības priekšsēdēetājs"
12,LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,Female,Kurzeme,8,1971,SIA Kurzemes minerālmateriāli,"grāmatvede, prokūrists"
12,LATVIJA PIRMAJĀ VIETĀ,Juris Leitietis,Male,Rīga,11,1963,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Arnolds Libeks,Male,Rīga,39,1960,SIA Riga Investment Solutions,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Linda Liepiņa,Female,Vidzeme,1,1974,SIA LAFARMA,valdes locekle
12,LATVIJA PIRMAJĀ VIETĀ,Aleksandrs Losāns,Male,Zemgale,14,1982,SIA AREMSO,"valdes priekšsēdētājs, jurists"
12,LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,Female,Kurzeme,2,1986,SIA Happy me forever,uzņēmuma vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Armands Māliņš,Male,Rīga,32,1962,SIA Grifs AG,apsargs
12,LATVIJA PIRMAJĀ VIETĀ,Ainars Melders,Male,Vidzeme,11,1960,SIA A.S.I.M.,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Māris Mežals,Male,Rīga,14,1977,SIA MM Expert,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Romāns Mežeckis,Male,Rīga,5,1964,Jūrmalas dome,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Terēza Milberga,Female,Vidzeme,24,1966,SIA Arkadia trade,eksporta projektu vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Ingūna Millere,Female,Vidzeme,20,1968,"SIA Rehabilitācijas centrs ""Līgatne""",pacientu reģistratore
12,LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,Female,Kurzeme,10,1968,AS Sirowa,pārdošanas speciāliste
12,LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,Male,Kurzeme,11,1962,SIA Sams,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Leontijs Morozs,Male,Rīga,8,1984,SIA Riga Welness,iestādes vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Ralfs Nemiro,Male,Zemgale,2,1981,LR Saeima,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Raimonds Nipers,Male,Latgale,16,1961,SIA Māra N,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Diāna Novicka,Female,Rīga,6,1980,SIA Follow.art,izpilddirektore
12,LATVIJA PIRMAJĀ VIETĀ,Vladimirs Novikovs,Male,Latgale,9,1970,Latvijas Dzelzceļnieku un satiksmes nozares arodbiedrība,darba jautājumu un darba aizsardzības nodaļas vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Mihails Parahins,Male,Rīga,36,1985,SIA Rīgas Meži,tehnikas strādnieks
12,LATVIJA PIRMAJĀ VIETĀ,Dagnis Pastors,Male,Vidzeme,10,1981,SIA Railtimber,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Deniss Paškevičs,Male,Vidzeme,18,1975,PIKTS Liepājas Mākslas Muzikas Dizaina vidusskola,pedagogs
12,LATVIJA PIRMAJĀ VIETĀ,Dmitrijs Pavlovs,Male,Rīga,12,1955,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,Female,Kurzeme,1,1967,Latvijas Republikas Saeima,deputāte
12,LATVIJA PIRMAJĀ VIETĀ,Andris Petrovs,Male,Rīga,31,1967,"SIA ""Grandus""",Noliktavas strādnieks
12,LATVIJA PIRMAJĀ VIETĀ,Džineta Pētersone,Female,Vidzeme,27,1968,Pašnodarbinātā,psihologa konsultācijas
12,LATVIJA PIRMAJĀ VIETĀ,Karina Plaude,Female,Rīga,4,1979,SIA Nord Snus,juridiskās daļas vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Pļaviņš,Male,Rīga,25,1981,SIA Prana energy,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Vladimirs Pučka,Male,Latgale,12,1962,Daugavpils Olimpiskais centrs,boksa zāles pārvaldnieks
12,LATVIJA PIRMAJĀ VIETĀ,Edvīns Puķe,Male,Zemgale,11,1961,AMALAT London ltd. UK,direktors
12,LATVIJA PIRMAJĀ VIETĀ,Aiga Rotberga,Female,Vidzeme,6,1979,SIA ĢIMENES SIRDS,"valdes locekle, klīnikas vadītāja"
12,LATVIJA PIRMAJĀ VIETĀ,Margots Rotbergs,Male,Vidzeme,8,1970,SIA RONTO,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,Male,Kurzeme,15,1983,SIA HRG-LUX,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Normunds Rozenšteins,Male,Rīga,34,1960,Starptautiskā Profesionālā Dziedniecības Akadēmija,dziednieks
12,LATVIJA PIRMAJĀ VIETĀ,Raimonds Rublovskis,Male,Rīga,7,1967,Baltijas Starptautiskā akadēmija,docētājs
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Rudevičs,Male,Zemgale,12,1970,Latvijas Republikas Valsts kontrole,autovadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Māris Ruks,Male,Vidzeme,5,1972,SIA Antava,rīkotājdirektors
12,LATVIJA PIRMAJĀ VIETĀ,Dace Savčenko,Female,Zemgale,15,1974,Pašnodarbinātā,
12,LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,Male,Kurzeme,4,1975,AS Latvijas Dzelzceļš,Vecākais ekspluatācijas inženieris
12,LATVIJA PIRMAJĀ VIETĀ,Eduards Slaviets,Male,Vidzeme,21,1990,AS Rietumu banka,darījumu ar finanšu instrumentiem uzraudzības vecākais speciālists
12,LATVIJA PIRMAJĀ VIETĀ,Imants Spridzāns,Male,Vidzeme,22,1974,Madonas pilsētas Kultūras nams,mākslinieks - inscenētājs
12,LATVIJA PIRMAJĀ VIETĀ,Ilze Stobova,Female,Latgale,2,1976,Rīgas Valda Zālīša sākumskola,pedagogs
12,LATVIJA PIRMAJĀ VIETĀ,Kārlis Strēlis,Male,Rīga,19,1943,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Baiba Stūrīte,Female,Rīga,18,1979,SIA VEDMIR,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Juris Šaicāns,Male,Rīga,35,1959,DZĪB Maskavas 248,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Viktors Ščerbatihs,Male,Vidzeme,4,1974,Latvijas svarcelšanas federācija,prezidents
12,LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,Female,Kurzeme,9,1999,AS Swedbank,Biznesa klientu attiecību speciāliste
12,LATVIJA PIRMAJĀ VIETĀ,Ainārs Šlesers,Male,Rīga,1,1970,Partija LATVIJA PIRMAJĀ VIETĀ,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Ričards Šlesers,Male,Vidzeme,16,1997,"AS ""LTG""",padomes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Sabīne Šņepste,Female,Latgale,3,1985,Daugavpils pilsētas pašvaldība,izpilddirektors
12,LATVIJA PIRMAJĀ VIETĀ,Šarlote Šulca,Female,Rīga,3,1987,SIA Mitau Motors,Sabiedrisko attiecību struktūrvienības vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Signe Švanka,Female,Zemgale,7,1988,Pašnodarbinātā,nekustamo īpašumu konsultācijas
12,LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,Male,Kurzeme,3,1959,SIA Sporta klubs Lāčplēsis,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Sandris Točs,Male,Rīga,22,1970,Pašnodarbinātais,Sabiedriskās attiecības
12,LATVIJA PIRMAJĀ VIETĀ,Diāna Ulme,Female,Zemgale,5,1964,Biedrība Vides aizsardzības klubs,koordinators
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Umbraška,Male,Zemgale,8,1986,Pašnodarbinātais,komercpārvadājumi
12,LATVIJA PIRMAJĀ VIETĀ,Zigmārs Vaitaitis,Male,Zemgale,13,1981,SIA Zemgales Būvserviss,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Viktors Valainis,Male,Zemgale,9,1943,LLU Sporta centrs,docents
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Valtervitenheims,Male,Latgale,15,1960,"Biedrība ""Latviešu katoļu studentu un akadēmiķu apvienība "" Dzintars""""",prezidents
12,LATVIJA PIRMAJĀ VIETĀ,Ilmārs Vecvanags,Male,Rīga,28,1960,SIA VELLESS,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Ainārs Vilmanis,Male,Zemgale,6,1967,AS Pasažieru vilciens,vilciena vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,Female,Kurzeme,7,1976,Valsts Policijas Rīgas reģionālās pārvaldes,Rīgas Ķengaraga iecirkņa dokumentu pārvaldības un uzskaites grupas lietvedis
12,LATVIJA PIRMAJĀ VIETĀ,Edmunds Zivtiņš,Male,Zemgale,1,1969,Partija LATVIJA PIRMAJĀ VIETĀ,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,Male,Kurzeme,12,2000,Students,
12,LATVIJA PIRMAJĀ VIETĀ,Roberts Žemaitis,Male,Rīga,24,1985,Bezdarbnieks,
13,Konservatīvie,Pēteris Aglonietis,Male,Latgale,16,1965,Valsts probācijas dienests,Vecākais probācijas speciālists
13,Konservatīvie,Ieva Akuratere,Female,Rīga,6,1958,Latvijas Republikas Saeima,Deputāte
13,Konservatīvie,Kristers Andersons,Male,Kurzeme,13,1997,"SIA ""Devs.lv""",Programmētājs
13,Konservatīvie,Ģirts Astra,Male,Rīga,21,1953,SIA Radošo darbu galerija,Rāmētājs
13,Konservatīvie,Jānis Auziņš,Male,Latgale,9,1987,"""Līči"" ZS",Īpašnieks
13,Konservatīvie,Marija Balcere,Female,Rīga,11,1946,SIA MARIJAS VIRTUVE,Valdes priekšsēdētāja
13,Konservatīvie,Ainars Bašķis,Male,Rīga,9,1961,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Māris Beļaunieks,Male,Vidzeme,11,1961,Limbažu novada pašvaldība,Domes priekšsēdētāja 1. vietnieks
13,Konservatīvie,Valters Bergs,Male,Vidzeme,10,1978,Rīgas dome,Deputāts
13,Konservatīvie,Arvīds Bērziņš,Male,Rīga,19,1989,"Rīgas Austrumu Klīniskā universitātes slimnīca, Anestezioloģijas klīnika",Anesteziologs/Reanimatologs
13,Konservatīvie,Guntis Bībers,Male,Rīga,37,1981,SIA Bieber,Valdes loceklis
13,Konservatīvie,Elena Blumberga,Female,Kurzeme,12,1966,Pensionāre,
13,Konservatīvie,Jānis Bordāns,Male,Vidzeme,1,1967,Valsts kanceleja,Tieslietu ministrs
13,Konservatīvie,Ilgvars Brakovskis,Male,Rīga,16,1972,Rīgas dome,Rīgas domes sekretariāts Deputātu darbības nodrošināšanas nodaļas Komiteju vadības atbalsta sektora galvenais referents
13,Konservatīvie,Guntis Braslis,Male,Vidzeme,24,1972,Valmieras novada pašvaldība,Nekustamā īpašuma speciālists dzīvojamo telpu īres jautājumos
13,Konservatīvie,Mārtiņš Brigzna,Male,Zemgale,6,1980,"SIA ""M&B Brigzna""",Valdes loceklis
13,Konservatīvie,Evelīna Briška,Female,Rīga,30,1974,Persona ar invaliditāti,
13,Konservatīvie,Jānis Brokāns,Male,Zemgale,9,1969,“Vidzemes koka mājas” SIA,Valdes loceklis
13,Konservatīvie,Aldis Brūvers,Male,Latgale,13,1958,SIA Satina,Valdes priekšsēdētājs
13,Konservatīvie,Uldis Budriķis,Male,Kurzeme,2,1991,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Aldis Bukšs,Male,Latgale,1,1985,Tieslietu ministrija,Padomnieks
13,Konservatīvie,Ēvalds Butāns,Male,Latgale,14,1953,Pensionārs,
13,Konservatīvie,Jānis Butāns,Male,Rīga,3,1978,Latvijas Republikas Saeima,"Deputāts, Juridiskās komisijas priekšsēdētājs"
13,Konservatīvie,Rihards Būda,Male,Vidzeme,28,1984,Limbažu novada dome,Staiceles pakalpojumu centra vadītājs
13,Konservatīvie,Jānis Cielēns,Male,Vidzeme,6,1986,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Viesturs Cimermanis,Male,Zemgale,8,1988,Latvijas Republikas Saeima,Saeimas deputāta palīgs
13,Konservatīvie,Jānis Circens,Male,Rīga,14,1976,Rīgas dome,Rīgas domes priekšsēdētāja vietnieces Lindas Ozolas padomnieks
13,Konservatīvie,Ainis Čāmāns,Male,Zemgale,14,1982,"""Slaides"" SIA",Valdes loceklis
13,Konservatīvie,Andris Dekants,Male,Rīga,27,1985,Latvijas Ornitoloģijas biedrība,"Ornitologs, projektu vadītājs"
13,Konservatīvie,Mārtiņš Drāke,Male,Rīga,26,1989,Latvijas Ģeotelpiskās informācijas aģentūra,Jurists
13,Konservatīvie,Gatis Eglītis,Male,Zemgale,1,1978,Valsts kanceleja,Labklājības ministrs
13,Konservatīvie,Romāns Ernsons,Male,Kurzeme,5,1975,SIA “LASERN”,Valdes loceklis
13,Konservatīvie,Krišjānis Feldmans,Male,Kurzeme,1,1985,Latvijas Republika,13. Saeimas deputāts
13,Konservatīvie,Aivars Geidāns,Male,Zemgale,3,1985,"SIA ""BŪVDIZAINS""",Lielo projektu vadītājs
13,Konservatīvie,Renāte Gremze,Female,Vidzeme,8,1975,Ropažu novada pašvaldība,Deputāte
13,Konservatīvie,Edmunds Griģis,Male,Rīga,15,1973,Latvijas Republikas Saeima,Deputāta palīgs
13,Konservatīvie,Gunita Grīnberga,Female,Rīga,24,1973,Rīgas 14.pirmsskolas izglītības iestāde,Vadītāja
13,Konservatīvie,Edgars Horns,Male,Rīga,17,1967,Latvijas Republikas Saeima,Tehniskais sekretārs
13,Konservatīvie,Jurģis Īvāns,Male,Rīga,38,1985,Latvijas Nacionālā bibliotēka,Autortiesību eksperts
13,Konservatīvie,Jānis Jakušonoks,Male,Latgale,11,1996,SIA “Sodra Latvia”,Mežsaimniecības specialists
13,Konservatīvie,Ivars Joelis,Male,Zemgale,13,1983,"SIA ""LV ROADS""",Valdes priekšsēdētājs
13,Konservatīvie,Juris Jurašs,Male,Vidzeme,2,1975,Partija Konservatīvie,Valdes loceklis
13,Konservatīvie,Anželika Jurševica,Female,Kurzeme,10,1969,Ventspils valstspilsētas dome,Sociālo lietu komisijas locekle
13,Konservatīvie,Bruno Jurševics,Male,Kurzeme,4,1962,Ventspils valstspilsētas dome,Deputāts
13,Konservatīvie,Evita Kalniņa,Female,Vidzeme,19,1978,"""KĀRUMIŅŠ G.R."" SIA",Valdes locekle
13,Konservatīvie,Kaspars Kalnmeiers,Male,Vidzeme,23,1974,VSIA “Latvijas Valsts ceļi”,IT inženieris
13,Konservatīvie,Gatis Karlsons,Male,Rīga,18,1975,Latvijas Nacionālais arhīvs,Direktora vietnieks
13,Konservatīvie,Iveta Katelo,Female,Latgale,12,1964,Daugavpils Universitāte Humanitāro un sociālo zinātņu institūts,Zinātniskā asistente
13,Konservatīvie,Kārlis Kavass,Male,Rīga,33,1979,"AMBERSTONE GROUP, AS",Valdes loceklis
13,Konservatīvie,Jānis Klauze,Male,Vidzeme,14,1975,Izglītības un zinātnes ministrija,Ministres padomnieks finanšu jautājumos
13,Konservatīvie,Imants Krastiņš,Male,Vidzeme,16,1978,Ādažu novada dome,Domes priekšsēdētāja vietnieks
13,Konservatīvie,Līva Kreituse,Female,Rīga,8,1987,Latvijas Republikas Saeima,Deputāte
13,Konservatīvie,Rudīte Krūmiņa,Female,Latgale,5,1967,Balvu novada pašvaldība,Kultūras pārvaldes vadītāja
13,Konservatīvie,Andris Kupcis,Male,Vidzeme,29,1970,"SIA ""FPT 2""",Valdes priekšsēdētājs
13,Konservatīvie,Andis Kursītis,Male,Zemgale,12,1981,“Latvijas Lauku konsultāciju un izglītības centrs” SIA,"Direktors, Tālākizglītības nodaļas vadītājs"
13,Konservatīvie,Maira Kutuļska,Female,Kurzeme,8,1989,"""Enefit Green"" SIA",Kvalitātes vadītāja
13,Konservatīvie,Līga Langrate,Female,Vidzeme,9,1969,Alūksnes novada pašvaldība,Domes priekšsēdētāja vietniece
13,Konservatīvie,Uldis Lejava,Male,Zemgale,15,1973,A/s „Latvijas valsts meži”,Vecākais drošības un kontroles speciālists
13,Konservatīvie,Inese Leoho-Čudare,Female,Zemgale,10,1981,Valsts izglītības satura centrs,Vecākais referents
13,Konservatīvie,Tālis Linkaits,Male,Rīga,2,1970,Valsts kanceleja,Satiksmes ministrs
13,Konservatīvie,Olga Lubāne,Female,Latgale,15,1990,Bezpeļņas nevalstiskā organizācija OVER Latvia,Valdes locekle
13,Konservatīvie,Juris Ludriķis,Male,Zemgale,7,1975,"SIA ""Kobi Auto""",Valdes loceklis
13,Konservatīvie,Aleksandrs Margevičs,Male,Rīga,25,1962,"RP SIA ""Rīgas satiksme""",Elektronikas mehaniķis
13,Konservatīvie,Viktors Marjuničs,Male,Latgale,10,1985,SIA GRIFS AG,Drošības projektu vadītājs
13,Konservatīvie,Eva Mārtuža,Female,Rīga,7,1954,Latvijas Republikas Saeima,Deputāte
13,Konservatīvie,Linda Medne,Female,Rīga,5,1968,Latvijas Republikas Saeima,13.Saeimas deputāte
13,Konservatīvie,Rodžers Miķelsons,Male,Rīga,23,1978,"SIA ""Lexel Fabrika""",Projektu vadītājs
13,Konservatīvie,Anita Muižniece,Female,Rīga,1,1987,Valsts kanceleja,Izglītības un zinātnes ministre
13,Konservatīvie,Juris Orinskis,Male,Kurzeme,6,1963,Talsu novada Kolkas pagasta pārvalde,Kolkas pagasta pārvaldes vadītājs
13,Konservatīvie,Dārta Ose-Bērziņa,Female,Vidzeme,20,1990,Rīgas 1.slimnīca,Ārsts
13,Konservatīvie,Alise Ozola,Female,Rīga,29,1992,Rīgas Stradiņa universitāte,Projektu vadītāja
13,Konservatīvie,Agris Ozoliņš,Male,Zemgale,16,1984,"SIA ""3PL Services""",Valdes loceklis
13,Konservatīvie,Jānis Ozols,Male,Rīga,4,1970,Izglītības un zinātnes ministrija,Ministra padomnieks
13,Konservatīvie,Evita Pētersone,Female,Kurzeme,9,1973,PIKC Kuldīgas Tehnoloģiju un tūrisma tehnikums,Personāla uzskaites darbiniece
13,Konservatīvie,Voldemārs Platacis,Male,Latgale,6,1955,Rēzeknes valstspilsētas dome,Deputāts
13,Konservatīvie,Mārcis Priede,Male,Vidzeme,25,1977,Biedrība “Gaudeamus”,Valdes loceklis
13,Konservatīvie,Sandis Pūce,Male,Kurzeme,15,1987,Daugavas Vanagi Latvijā,Valdes loceklis
13,Konservatīvie,Artis Ramutis,Male,Zemgale,5,1979,"""Latio"" SIA",Komercīpašumu tirdzniecības nodaļas nekustamo īpašumu darījumu vadītājs
13,Konservatīvie,Juris Rancāns,Male,Latgale,2,1977,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Guntis Rasims,Male,Latgale,3,1984,Rēzeknes novada pašvaldība,"Domes deputāts; Izglītības, kultūras un sporta pastāvīgās komitejas priekšsēdētājs"
13,Konservatīvie,Elza Rābe,Female,Vidzeme,26,1995,Latvijas Republikas Saeima,Konservatīvo Frakcijas konsultante
13,Konservatīvie,Sandis Riekstiņš,Male,Zemgale,2,1979,Izglītības un zinātnes ministrija,Parlamentārais sekretārs
13,Konservatīvie,Vita Robalte,Female,Vidzeme,13,1971,Madonas novada dome,Deputāte
13,Konservatīvie,Rodijs Ronis,Male,Rīga,34,1999,Latvijas Republikas Saeima,Saeimas deputāta palīgs
13,Konservatīvie,Rolands Roze,Male,Rīga,31,1977,SIA ”ISLIENA V”,"Būvuzraugs, Projektu vadītājs"
13,Konservatīvie,Jānis Rukšāns,Male,Vidzeme,22,1946,z/s Pulkas,īpašnieks
13,Konservatīvie,Diāna Saksone,Female,Latgale,7,1983,Rēzeknes novada pašvaldības iestādes “Dricānu pagastu apvienība”,Dricānu un Strūžānu pagastu pārvalžu vadītāja
13,Konservatīvie,Andris Saulītis,Male,Kurzeme,11,1981,Valsts darba inspekcija,Zemgales reģiona vadītājs
13,Konservatīvie,Raitis Sijāts,Male,Vidzeme,18,1960,Biedrība „Vidzemes Tūrisma Asociācija”,Valdes priekšsēdētājs
13,Konservatīvie,Inese Simsone,Female,Rīga,36,1963,"RP SIA ""Rīgas satiksme""",Trolejbusu vadītāja
13,Konservatīvie,Haralds Skrodelis,Male,Rīga,28,1982,Tiesu administrācija,Nodaļas vadītājs
13,Konservatīvie,Ivo Skudiķis,Male,Rīga,22,1969,Latvijas Republikas Saeima,Deputāta palīgs
13,Konservatīvie,Edgars Sproģis,Male,Vidzeme,17,1974,“Swedbank” AS,Jurists
13,Konservatīvie,Dāvis Stalts,Male,Rīga,39,1982,Rīgas dome,Deputāts
13,Konservatīvie,Austris Stankevics,Male,Zemgale,11,2000,Students,
13,Konservatīvie,Miķelis Strīķis,Male,Rīga,32,1949,Pašnodarbinātais,Pašnodarbinātais
13,Konservatīvie,Santa Suhaka,Female,Kurzeme,3,1991,Politiskā partija Konservatīvie,Kanclere
13,Konservatīvie,Anita Svece,Female,Rīga,10,1966,SIA Rīgas Austrumu klīniskā universitātes slimnīca,Vadītāja
13,Konservatīvie,Jānis Svemps,Male,Rīga,13,1982,Attīstības finanšu institūcija Altum,Vecākais klientu darījumu vadītājs
13,Konservatīvie,Iveta Šeršņeva,Female,Latgale,8,1974,Valsts robežsardze,Vecākā speciāliste
13,Konservatīvie,Mārtiņš Štāls,Male,Kurzeme,14,1982,SIA “Cloud Enterprise Systems”,Valdes loceklis
13,Konservatīvie,Guna Švika,Female,Vidzeme,7,1959,Gulbenes novada dome,Priekšsēdētāja vietniece
13,Konservatīvie,Ivo Tikums,Male,Kurzeme,7,1980,"LSEZ SIA ""DG termināls""",Izpilddirektors
13,Konservatīvie,Aija Upīte-Ozoliņa,Female,Vidzeme,27,1975,Ulbrokas vidusskola,Psihologs
13,Konservatīvie,Arita Ūdre,Female,Rīga,12,1985,Satiksmes ministrija,Ministra biroja vadītāja - ministra padomniece
13,Konservatīvie,Rolands Vaļķuns,Male,Rīga,35,1984,SIA Softhouse,Uzkopšanas daļas vadītājs
13,Konservatīvie,Aivars Vanags,Male,Zemgale,4,1967,Jēkabpils novada pašvaldība,Pašvaldības domes priekšsēdētāja vietnieks
13,Konservatīvie,Zigmārs Vestfāls,Male,Vidzeme,15,1980,"SIA ""Airo Catering Services Latvija""",Departamenta vadītājs
13,Konservatīvie,Andris Vītols,Male,Vidzeme,12,1978,Tieslietu ministrija,Ministra biroja vadītājs
13,Konservatīvie,Dmitrijs Zalbovičs,Male,Latgale,4,1986,Indras pagasta zemnieku saimniecība “ALAS”,Īpašnieks
13,Konservatīvie,Evita Zālīte-Grosa,Female,Vidzeme,3,1969,Latvijas Republikas Labklājības ministrija,Parlamentārais sekretāre
13,Konservatīvie,Ilze Zilgalve,Female,Rīga,20,1970,Latviešu biedrība Beļģijā,Priekšsēdētāja vietniece
